type,text_preprocessed
ham,got seventeen pound seven hundr ml – hope ok
spam,dear voucher holder claim week offer pc go httpwwwetlpcoukexpressoff tsc appli stop text txt stop
ham,n funni
ham,sweetheart hope kind day one load reason smile biola
ham,ü login dat time dad fetch ü home
ham,shower babi
ham,askd u question hour answer
ham,well imma definit need restock thanksgiv ill let know im
ham,said kiss kiss cant sound effect gorgeou man isnt kind person need smile brighten day
ham,probabl gonna swing wee bit
ham,ya nice readi thursday
ham,allo brave buse taken train triumph mean we‘r b‘ham jolli good rest week
ham,watch cartoon listen music amp eve go templ amp church u
ham,mind ask happen dont say uncomfort
spam,privat account statement show unredeem point call identifi code expir
ham,prob send email
spam,cash prize claim call tc rstm sw ss ppm
ham,that cool sometim slow gentl sonetim rough hard
ham,im gonna say sorri would normal start panic time sorri see tuesday
ham,wait know wesley town bet hella drug
ham,fine miss much
ham,u got person stori
ham,tell drug dealer get impati
ham,sun cant come earth send luv ray cloud cant come river send luv rain cant come meet u send care msg u gud evng
ham,place man
ham,doesnt make sens take unless free need know wikipediacom
spam,premium phone servic call
ham,sea lay rock rock envelop envelop paper paper word
ham,mum repent
ham,sorri go home first daddi come fetch ü later
ham,leav de start prepar next
ham,ye babi studi posit kama sutra
ham,en chikku nang bakra msg kalstiyathen teacoffe
ham,carlosl minut still need buy
ham,pay ltdecimalgt lakh
ham,good even ttyl
ham,u receiv msg
ham,ho ho big belli laugh see ya tomo
spam,sm ac sun post helloy seem cool want say hi hi stop send stop
spam,get ur st rington free repli msg tone gr top tone phone everi week £ per wk opt send stop
ham,ditto wont worri say anyth anymor like said last night whatev want ill peac
ham,ive got ltgt way could pick
ham,dont knw pa drink milk
ham,mayb say hi find got card great escap wetherspoon
ham,piggi r u awak bet ure still sleep im go lunch
ham,caus im freaki lol
ham,miss call caus yell scrappi miss u cant wait u come home im lone today
ham,hex place talk explain
ham,ü log wat sdrybi
ham,xy go e lunch
spam,hi im sue year old work lapdanc love sex text live im bedroom text sue textoper g da ppmsg
ham,want ask ü wait finish lect co lect finish hour anyway
ham,finish work yet
ham,everi king cri babi everi great build map imprtant u r today u wil reach tomorw gud ni
ham,dearm cherthalain case u r come cochin pl call bfore u starti shall also reach accordinglyor tell day u r comingtmorow engag an holiday
ham,thank love torch bold
spam,forward pleas call immedi urgent messag wait
ham,farm open
ham,sorri troubl u buy dad big small sat n sun thanx
ham,sister law hope great month say hey abiola
ham,purchas stuff today mail po box number
ham,ah poop look like ill prob send laptop get fix cuz gpu problem
ham,good good job like entrepreneur
ham,aight close still around alex place
ham,meet corpor st outsid gap … see mind work
ham,mum ask ü buy food home
ham,ku also dont msg repli msg
ham,much r ü will pay
ham,sorri ill call later
ham,import prevent dehydr give enough fluid
ham,that bit weird even suppos happen good idea sure pub
ham,true deari sat pray even felt soso smsd time
ham,dont think get away trek long famili town sorri
ham,wanna gym harri
ham,quit late lar ard anyway wun b drivin
spam,review keep fantast nokia ngage game deck club nokia go wwwcnupdatescomnewslett unsubscrib alert repli word
spam,mth half price orang line rental latest camera phone free phone mth call mobilesdirect free updat orstoptxt tc
ham,height confid aeronaut professor wer calld amp wer askd sit aeroplan aftr sat wer told dat plane ws made student dey hurri plane bt didnt move saidif made studentsthi wont even start datz confid
ham,seem like weird time night g want come smoke day shitstorm attribut alway come make everyon smoke
spam,ampm cost p
ham,save stress person dorm account send account detail money sent
ham,also know lunch menu da know
ham,stuff sell ill tell
spam,urgent nd attempt contact uu £ call b tcsbcmwcnxx callcost ppm mobilesvari max£
ham,book lesson msg call work sth im go get spec membership px
spam,guarante £ cash £ prize claim yr prize call custom servic repres ampm
ham,macha dont feel upseti assum mindsetbeliev one even wonder plan uslet life begin againcal anytim
ham,oh send address
ham,sfine anytim best
ham,wondar full flim
ham,ya even cooki jelli
ham,world run stillmayb feel sameso itor admiti madthen correctionor let call lifeand keep run worldmay u r also runninglet run
ham,got look scrumptiou daddi want eat night long
ham,co lar im ba dao ok pm lor u never ask go ah said u would ask fri said u ask today
ham,alright omw gotta chang order halfth
ham,exactli anyway far jide studi visit
ham,dunno u ask
spam,email alertfrom jeri stewarts kbsubject lowcost prescripiton drvgsto listen email call
ham,didnt spring come earli yay
ham,lol wont feel bad use money take steak dinner
ham,even u dont get troubl convincingjust tel twice tel neglect msg dont c read itjust dont repli
ham,leav qatar tonit search opportunityal went fastpl add ur prayer dearrakhesh
ham,one talk
ham,thank look realli appreci
spam,hi custom loyalti offerth new nokia mobil £ txtauction txt word start get tctxt tc pmtmsg
ham,wish
ham,haha mayb ure rite u know well da feel like someon gd lor u faster go find one gal group attach liao
ham,ye glad made
ham,well littl time thing good time ahead
ham,got room soon … hadnt put clock back til shout everyon get realis wahay anoth hour bed
ham,ok may free gym
ham,men like shorter ladi gaze eye
ham,dunno ju say go lido time
ham,promis take good care princess run pleas send pic get chanc ttyl
spam,u subscrib best mobil content servic uk £ per day send stop helplin
ham,reason weve spoken year anyway great week best exam
ham,monday next week give full gist
spam,realiz year well thousand old ladi run around tattoo
spam,import custom servic announc premier
ham,dont gimm lip caveboy
ham,get librari
ham,reali sorryi dont recognis number confus r u pleas
ham,didnt holla
ham,cant think anyon spare room top head
ham,faith make thing possiblehop make thing worklov make thing beautifulmay three christmasmerri christma
ham,u made appoint
ham,call youcarlo isar phone vibrat act might hear text
spam,romant pari night flight £ book next year call tsc appli
ham,grandma oh dear u still ill felt shit morn think hungov anoth night leav sat
spam,urgent ur £ guarante award still unclaim call closingd claimcod mm £pmmorefrommobilebremovedmobypoboxlsyf
ham,noth ju tot u would ask co u ba gua went mt faber yest yest ju went alreadi mah today go ju call lor
ham,wish famili merri x ma happi new year advanc
spam,ur award citi break could win £ summer shop spree everi wk txt store skilgm tscswinawkag £perwksub
ham,im nt goin got somethin unless meetin dinner lor haha wonder go ti time
ham,sorri ill call later
ham,cant pick phone right pl send messag
ham,lol know theyr dramat school alreadi close tomorrow appar cant drive inch snow suppos get
ham,get anywher damn job hunt
ham,lol u drunkard hair moment yeah still tonight wat plan
ham,idc get weasel way shit twice row
ham,wil ltgt minut got space
ham,sleepingand surf
ham,thank pick trash
ham,dont go tell friend your sure want live smoke much spend hour beg come smoke
ham,hi kate love see tonight ill phone tomorrow got sing guy gave card xxx
ham,happi new year dear brother realli miss got number decid send text wish happi abiola
ham,mean get door
ham,opinion jada kusruthi lovabl silent spl charact matur stylish simpl pl repli
ham,hmmm thought said hour slave late punish
ham,beerag
spam,import custom servic announc premier call freephon
ham,dont think turn like randomlli within min open
ham,suppos couldnt make she still town though
ham,time fix spell sometim get complet diff word go figur
spam,ever thought live good life perfect partner txt back name age join mobil commun psm
spam,free top polyphon tone call nation rate get toppoli tune sent everi week text subpoli £ per pole unsub
ham,gud mrng dear hav nice day
ham,hope enjoy game yesterday sorri ive touch pl know fondli bein thot great week abiola
ham,e best ur drive tmr
ham,ywhere u dogbreath sound like jan c that al
ham,omg want scream weigh lost weight woohoo
ham,gener isnt one uncount noun u dictionari piec research
ham,realli get hang around
spam,orang custom may claim free camera phone upgrad loyalti call offer end thmarch tc appli optout availa
ham,petey boy wherear friendsar thekingshead come canlov nic
ham,ok msg u b leav hous
ham,gimm ltgt minut ago
spam,last chanc claim ur £ worth discount voucher today text shop savamob offer mobil cs savamob pobox muz £ sub
ham,appt lttimegt fault u dont listen told u twice
spam,free st week nokia tone ur mobil everi week txt nokia get txting tell ur mate wwwgetzedcouk pobox wwq normpton
spam,guarante £ award even £ cashto claim ur award call free stop getstop php rg jx
ham,k ill
ham,dled imp
ham,sure make sure know aint smokin yet
ham,boooo alway work quit
ham,take half day leav bec well
ham,ugh dont wanna get bed warm
ham,ssnervou ltgt
ham,there ring come guy costum gift futur yowif hint hint
spam,congratul ur award either £ cd gift voucher free entri £ weekli draw txt music tnc wwwldewcomwinppmxag
ham,borrow ur bag ok
spam,u outbid simonwatson shinco dvd plyr bid visit sm acsmsreward end bid notif repli end
ham,where boytoy miss happen
ham,lot use one babe model doesnt help youi bring hell match
ham,also bring galileo dobbi
ham,respond
ham,boo babe u enjoyin yourjob u seem b gettin well hunnyhop ure oktak care illspeak u soonlot lovem xxxx
ham,good afternoon starshin how boytoy crave yet ach fuck sip cappuccino miss babe teas kiss
ham,road cant txt
spam,smsservic yourinclus text credit pl goto wwwcomuknet login qxj unsubscrib stop extra charg help comuk cm ae
spam,p alfi moon children need song ur mob tell ur ms txt tone chariti nokia poli chariti poli zed profit chariti
ham,good even ttyl
ham,hmm bit piec lol sigh
ham,hahahaus brain dear
ham,hey got mail
ham,sorri light turn green meant anoth friend want ltgt worth may around
ham,thank yesterday sir wonder hope enjoy burial mojibiola
spam,u secret admir reveal think u r special call opt repli reveal stop per msg recd cust care
ham,hi mate rv u hav nice hol messag say hello coz havent sent u age start drive stay roadsrvx
spam,dear voucher holder claim week offer pc pleas go httpwwwetlpcoukexpressoff tsc appli stop text txt stop
ham,thank much skype wit kz sura didnt get pleasur compani hope good weve given ultimatum oh countin aburo enjoy messag sent day ago
ham,sure result offer
ham,good morn dear great amp success day
spam,want anytim network min text new video phone five pound per week call repli deliveri tomorrow
ham,sir late pay rent past month pay ltgt charg felt would inconsider nag someth give great cost that didnt speak howev recess wont abl pay charg month henc askin well ahead month end pleas help thank
